ip;network-operator;router vendor;model version;firmware version;successful protocols
187.109.119.205;;;;;http8080
187.109.120.1;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
187.109.120.17;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
187.109.120.18;;;;;http80,http8080,https443,ssh
187.109.123.34;;;;;ssh
187.110.177.2;;;;;http8080
187.111.12.204;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
187.115.82.249;;;;v2.2.6;http80,http8080,https443,ssh
187.120.220.10;;;;;ssh
187.120.222.130;;;;;http80,ssh
187.120.223.234;;;;;http80,https443,ssh
187.141.177.128;;;;;http80
187.17.136.232;;Mikrotik;CCR1016-12G;RouterOS;http8080,snmp
187.17.136.236;;Mikrotik;x86;RouterOS;http8080,https443,snmp
187.17.57.31;;;;;http80,https443,ssh
187.216.144.175;;;;;http80,http8080,https443
187.216.66.50;;Mikrotik;RB750r2;RouterOS;snmp
187.249.43.219;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS,v6.49.7;http80,snmp,ssh
187.32.194.104;;;;;http80,http8080,https443
187.33.232.150;;;;;http80,http8080,https443
187.44.180.224;;;;;http8080
187.44.189.198;;;;;ssh
187.44.196.94;;;;;http8080,ssh
187.44.215.206;;Mikrotik;;RouterOS,v6.49.18;http80,http8080,https443
187.49.16.213;;Mikrotik;;RouterOS,v6.48.6;http80,ssh
187.49.205.241;;;;;http8080,ssh
187.49.21.146;;;;;http80,http8080
187.49.26.73;;;;;http80,http8080,https443
187.49.29.240;;;;;http80,http8080,https443
187.62.158.4;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
187.62.158.40;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
187.62.195.104;;;;;https443,ssh
187.62.195.116;;;;;http80,https443,ssh
187.62.195.133;;;;;http80,http8080,https443
187.62.195.141;;;Linux AP-PA22 4.4.60 #1 Tue Jan 2 18:10:15 UTC 2024 mips;;snmp
187.62.195.144;;;;;http80,http8080,https443
187.62.195.149;;;;;ssh
187.62.195.195;;;;;http80,http8080
187.62.195.197;;;;;http80,ssh
187.62.195.201;;;;;http80,http8080,ssh
187.62.195.228;;;;;http80,http8080,https443
187.62.195.24;;;;;http8080,https443
187.62.195.67;;;;;http80,https443,ssh
187.62.195.73;;;;;https443,ssh
187.62.195.99;;;;v2.2.6;http80,http8080,https443,ssh
187.62.196.135;;Mikrotik;;RouterOS,v6.48.6;http80,ssh
187.62.196.151;;Mikrotik;;RouterOS,v6.48.6;http80,http8080,https443
187.62.196.153;;;;;http8080
187.62.196.158;;TP-Link;;;http80,http8080,https443
187.62.196.225;;;;;http80,http8080,https443,ssh
187.62.196.248;;;;;http80,http8080
187.62.198.144;;;;;http80,http8080,https443,ssh
187.62.198.154;;;;pfSense,v37.2;http8080,https443
187.62.198.176;;;;pfsense,v37.2;http8080,https443
187.62.198.181;;;;pfSense,v37.2;http80,https443
187.62.198.231;;Mikrotik;;RouterOS,v6.48.6;http80,http8080,https443,ssh
187.62.198.234;;;;;http80
187.62.198.3;;;;;http80,http8080,https443
187.62.198.32;;;;;http80,http8080,https443
187.62.241.140;;;;;ssh
187.62.66.20;;;;;http80,http8080
187.62.76.128;;;;;http8080
187.62.76.129;;;;;http8080
187.62.76.130;;;;;http80,http8080,https443
187.62.76.131;;;;;http80,http8080,https443
187.62.76.132;;;;;http80,http8080,https443
187.62.76.133;;;;;http80,http8080
187.62.76.134;;;;;http8080,https443
187.62.76.135;;;;;http80,http8080
187.62.76.192;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.76.2;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.76.224;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.76.3;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.76.84;;;;;http8080
187.62.76.85;;;;;http80,http8080
187.62.76.86;;;;;http8080,https443
187.62.76.87;;;;;http80,http8080
187.62.77.183;;TP-Link;AC1200 Wireless XPON Router,XC220-G3;;http8080
187.62.77.86;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
187.62.77.88;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
187.62.78.144;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.145;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.146;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.147;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.148;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.149;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.150;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.151;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.152;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.153;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.154;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.155;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.156;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.157;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.158;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.62.78.159;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.63.68.194;;;;;http80,http8080,https443,ssh
187.63.68.197;;;;pfsense,v37.2;http80,http8080,https443,ssh
187.63.68.222;;;;;http8080
187.63.68.240;;;;;http8080
187.72.139.152;;Mikrotik;;RouterOS,v6.49.8;http80
187.72.139.154;;Mikrotik;;RouterOS,v6.49.8;http80
187.72.161.141;;Mikrotik;;RouterOS,v6.49.8;http80
187.84.116.129;;Mikrotik;;RouterOS,v6.48.7;http80
187.84.116.134;;Mikrotik;;RouterOS,v6.49.7;http80,ssh
187.84.116.155;;;;;http80,https443,ssh
187.84.116.245;;Mikrotik;;RouterOS,v6.48.7;http80
187.84.116.252;;;;;http80,https443,ssh
187.84.116.253;;;;;http8080,ssh
187.84.116.254;;;;;http80,ssh
187.84.120.255;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
187.84.120.37;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
187.84.120.38;;Mikrotik;x86;RouterOS;snmp
187.84.121.0;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
187.84.121.173;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
187.84.123.1;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
187.84.123.130;;Mikrotik;CRS125-24G-1S;RouterOS;snmp
187.84.123.15;;;;;http80
187.84.123.22;;;;v2.2.8;http80,http8080,https443,ssh
187.84.123.23;;;;;http8080
187.84.123.6;;;;;ssh
187.84.123.7;;;;;ssh
187.84.126.2;;;;;http8080,ssh
187.84.126.30;;;;;http8080,https443
187.85.144.74;;;;;http80,https443
187.85.147.171;;ZTE;;V9.1.0;http80,http8080,https443
187.85.147.173;;;;ledE;http80,https443,ssh
187.85.147.64;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
187.85.147.65;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
187.85.147.66;;Mikrotik;CCR2116-12G-4S+;RouterOS,V15.456;http80,https443,snmp
187.85.147.67;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
187.85.147.68;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
187.85.147.69;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
187.85.147.70;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
187.85.147.71;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
187.85.158.80;;;;;http80,http8080,https443
187.85.158.81;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;http80,https443,snmp
187.85.158.82;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
187.85.158.84;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
187.85.158.85;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
187.85.158.86;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
187.85.158.87;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
187.86.158.38;;;;;http8080
187.86.51.13;;Mikrotik;CCR1016-12G;RouterOS;snmp
187.86.51.2;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
187.86.51.22;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
187.86.51.23;;Mikrotik;CCR1016-12G;RouterOS;snmp
187.86.51.25;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
187.86.51.26;;;;;ssh
187.86.51.28;;;;;http80,ssh
187.86.51.29;;;;;http80,https443,ssh
187.86.51.3;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
187.86.51.4;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
187.86.51.6;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
187.86.51.7;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
187.87.1.224;;Mikrotik;CCR1036-8G-2S+;RouterOS;http80,http8080,https443,snmp
187.87.1.225;;;;;http8080,https443
187.87.126.74;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
187.87.126.75;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
187.87.126.76;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
187.87.126.77;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
187.87.126.78;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
187.87.156.140;;;;".js"">,pfSense,v37.2";http80,http8080
187.93.127.66;;;;;http8080
187.94.213.113;;;;;http80,http8080
187.95.120.250;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.212.10;;;;;http8080,ssh
187.95.213.100;;;;;http80,https443,ssh
187.95.213.101;;;;;http80,https443,ssh
187.95.213.104;;;;;http80,https443,ssh
187.95.213.106;;;;;http80,https443,ssh
187.95.213.107;;;;;http80,http8080
187.95.213.112;;;;;http80,https443,ssh
187.95.213.118;;;;;http80,https443,ssh
187.95.213.12;;;;;http80,https443,ssh
187.95.213.120;;;;;http80,http8080
187.95.213.121;;;;;http80,https443,ssh
187.95.213.125;;;;;http80,https443,ssh
187.95.213.131;;;;;http80,https443,ssh
187.95.213.132;;;;;http80,https443,ssh
187.95.213.133;;;;;http80,https443,ssh
187.95.213.134;;;;;http80,https443,ssh
187.95.213.135;;;;;http80,https443,ssh
187.95.213.136;;;;;http8080,https443
187.95.213.138;;;;;http80,https443,ssh
187.95.213.139;;;;;http80,https443,ssh
187.95.213.14;;TP-Link;300Mbps Wireless N Router WR840N,TL-WR840N;;http80,http8080,https443
187.95.213.143;;;;;http80,https443,ssh
187.95.213.147;;;;;http8080
187.95.213.15;;;;;http80,https443,ssh
187.95.213.152;;;;;http80,https443,ssh
187.95.213.154;;;;;http80,https443,ssh
187.95.213.155;;;;;http80,https443,ssh
187.95.213.157;;;;;http80,http8080
187.95.213.159;;;;;http8080,https443
187.95.213.16;;;;;http80,https443,ssh
187.95.213.160;;;;;http80,https443,ssh
187.95.213.165;;;;;http80,http8080
187.95.213.167;;;;;http80,https443,ssh
187.95.213.170;;;;;http80,https443,ssh
187.95.213.171;;;;;http80,https443,ssh
187.95.213.172;;TP-Link;AC1350 Wireless Dual Band Gigabit Router,EC230-G1;;http80,http8080,https443
187.95.213.173;;;;;http80,http8080
187.95.213.176;;;;;http80,https443,ssh
187.95.213.177;;;;;http80,https443,ssh
187.95.213.18;;;;;http80,https443,ssh
187.95.213.180;;;;;http8080
187.95.213.183;;;;;http80,https443,ssh
187.95.213.187;;;;;http80,https443,ssh
187.95.213.193;;;;;http80,https443,ssh
187.95.213.201;;;;;http80,https443,ssh
187.95.213.209;;;;;http8080
187.95.213.210;;;;;http8080,https443
187.95.213.211;;;;;http80,https443,ssh
187.95.213.216;;;;;http80,http8080
187.95.213.217;;;;;http80,https443,ssh
187.95.213.218;;;;;http80,https443,ssh
187.95.213.219;;;;;http80,https443,ssh
187.95.213.222;;;;;http80,http8080,https443
187.95.213.225;;;;;http80,https443,ssh
187.95.213.226;;;;;http80,http8080
187.95.213.228;;;;;http80,https443,ssh
187.95.213.231;;;;;http80,http8080
187.95.213.234;;;;;http80,http8080,https443
187.95.213.235;;;;;http80,https443,ssh
187.95.213.247;;TP-Link;AC1350 Wireless Dual Band Gigabit Router,EC230-G1;;http80,http8080,https443
187.95.213.25;;;;;http80,http8080
187.95.213.26;;;;;http80,https443,ssh
187.95.213.29;;;;;http80,http8080
187.95.213.31;;;;;http80,https443,ssh
187.95.213.32;;;;;http80,https443,ssh
187.95.213.36;;;;;http80,http8080,https443
187.95.213.45;;;;;http80,https443,ssh
187.95.213.48;;;;;http80,http8080
187.95.213.56;;;;;http80,http8080,https443
187.95.213.57;;;;;http80,http8080,https443
187.95.213.58;;;;;http8080
187.95.213.59;;;;;http80,http8080,https443
187.95.213.63;;;;;http80,https443,ssh
187.95.213.69;;;;;http80,https443,ssh
187.95.213.7;;;;;http80,http8080,https443
187.95.213.76;;;;;http80,http8080,https443
187.95.213.8;;;;;http80,https443,ssh
187.95.213.83;;;;;http80,http8080,https443
187.95.213.84;;;;;http80,http8080,https443
187.95.213.87;;;;;http80,http8080,https443
187.95.213.94;;;;;http80,https443,ssh
187.95.213.97;;;;;http80,https443,ssh
187.95.213.98;;;;;http80,https443,ssh
187.95.214.101;;;;;http80,https443,ssh
187.95.214.106;;;;;http80,http8080,https443
187.95.214.11;;;;;http8080
187.95.214.111;;;;;http8080
187.95.214.112;;;;;http80,https443,ssh
187.95.214.115;;;;;http80,http8080
187.95.214.116;;;;;http8080
187.95.214.125;;;;;http80,https443,ssh
187.95.214.13;;;;;http80,https443,ssh
187.95.214.132;;;;;http80,https443,ssh
187.95.214.134;;;;;http8080
187.95.214.135;;;;;http80,http8080
187.95.214.137;;;;;http80,https443,ssh
187.95.214.138;;TP-Link;AC1350 Wireless Dual Band Gigabit Router,EC230-G1;;http80,http8080,https443
187.95.214.142;;;;;http80,http8080
187.95.214.145;;;;;http80,https443,ssh
187.95.214.148;;;;;http8080,https443
187.95.214.152;;;;;http80,https443,ssh
187.95.214.153;;;;;http80,http8080,https443
187.95.214.157;;;;;http80,https443,ssh
187.95.214.162;;;;;http80,http8080,https443
187.95.214.167;;;;;http80,http8080,https443
187.95.214.169;;;;;http80,https443,ssh
187.95.214.174;;;;;http80,http8080,https443
187.95.214.176;;;;;http80,https443,ssh
187.95.214.18;;;;;http80,https443,ssh
187.95.214.182;;;;;http8080,https443
187.95.214.183;;;;;http80,https443,ssh
187.95.214.184;;;;;http8080
187.95.214.186;;;;;http80,https443,ssh
187.95.214.187;;;;;http80,http8080,https443
187.95.214.188;;;;;http80,https443,ssh
187.95.214.193;;;;;http80,http8080,https443
187.95.214.196;;;;;http80,https443,ssh
187.95.214.198;;;;;http80,http8080,https443
187.95.214.199;;;;;http80,https443,ssh
187.95.214.2;;;;;http80,https443,ssh
187.95.214.206;;;;;http80,https443,ssh
187.95.214.207;;;;;http80,https443,ssh
187.95.214.209;;;;;http80,http8080
187.95.214.211;;;;;http80,https443,ssh
187.95.214.212;;;;;http8080,https443
187.95.214.215;;;;;http80,http8080,https443
187.95.214.220;;;;;http80,http8080
187.95.214.223;;;;;http8080,https443
187.95.214.226;;;;;http80,http8080,https443
187.95.214.232;;;;;http80,http8080,https443
187.95.214.234;;;;;http80,https443,ssh
187.95.214.239;;;;;http80,https443,ssh
187.95.214.24;;;;;http80,http8080
187.95.214.241;;;;;http8080
187.95.214.244;;;;;http8080
187.95.214.247;;;;;http80,https443,ssh
187.95.214.248;;;;;http80,http8080,https443
187.95.214.250;;;;;http80,ssh
187.95.214.251;;;;;http8080
187.95.214.252;;;;;http80,http8080,https443
187.95.214.253;;;;;http80,http8080,https443
187.95.214.30;;;;;http8080,https443
187.95.214.35;;;;;http80,https443,ssh
187.95.214.44;;;;;http80,http8080,https443
187.95.214.46;;;;;http80,https443,ssh
187.95.214.47;;;;;http80,https443,ssh
187.95.214.49;;;;;http80,https443,ssh
187.95.214.50;;;;;http80,https443,ssh
187.95.214.51;;;;;http80,https443,ssh
187.95.214.57;;;;;http80,http8080
187.95.214.58;;;;;http8080,https443
187.95.214.68;;;;;https443
187.95.214.71;;;;;http80,https443,ssh
187.95.214.72;;;;;http8080,https443
187.95.214.73;;;;;http8080
187.95.214.8;;;;;http8080
187.95.214.85;;;;;http8080,https443
187.95.214.93;;;;;http80,https443,ssh
187.95.214.99;;;;;http80,http8080,https443
187.95.215.161;;;;;http80,http8080,https443,ssh
187.95.215.163;;;;;http80,http8080,https443,ssh
187.95.215.165;;;;;http80,http8080,https443,ssh
187.95.215.166;;;;;http80,http8080,https443,ssh
187.95.215.173;;;;;http80,http8080,https443,ssh
187.95.215.174;;;;;http80,http8080,https443,ssh
187.95.216.239;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.216.30;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.100;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.125;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.161;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.192;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.193;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.194;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.195;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.196;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.197;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.198;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.199;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.200;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.201;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.202;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.203;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.204;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.205;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.206;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.207;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.208;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.209;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.210;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.211;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.212;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.213;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.214;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.215;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.216;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.217;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.218;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.219;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.22;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.220;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.221;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.222;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.223;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.225;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.229;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.237;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.245;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
187.95.217.252;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
188.11.104.185;;;;;http80,ssh
188.132.206.63;;;;;http80,ssh
188.164.217.186;;Mikrotik;RB4011iGS+;RouterOS;snmp
188.165.136.219;;;;;https443,ssh
188.165.2.227;;;;;https443,ssh
188.166.140.217;;Synology;;;http80,https443,ssh
188.191.56.7;;;;;http80,http8080,https443,ssh
188.191.57.137;;;;;http8080,https443
188.191.57.187;;;;;http80,https443
188.191.57.188;;;;;http80,http8080,https443
188.191.57.189;;;;;http80,http8080
188.191.57.35;;;;;http80,http8080,https443
188.191.57.37;;;;;http8080,https443
188.191.57.40;;;;;http80,http8080,https443
188.191.57.44;;;;;http80,http8080,https443
188.191.57.51;;;;;http80
188.36.226.164;;;;;http80,http8080,https443
188.36.226.167;;;;;http8080,https443
188.36.228.208;;;;;http80,http8080,https443
188.36.228.211;;;;;http80,http8080
188.43.18.197;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
188.43.228.145;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
188.6.254.84;;;;;http80,https443,ssh
188.6.254.87;;;;;http80,http8080,https443,ssh
188.75.133.218;;;;;http8080,https443
188.75.158.110;;Ubiquiti;;;http80,https443,ssh
188.75.158.177;;;;;http80,https443,ssh
188.75.158.253;;Ubiquiti;;;http80,https443,ssh
188.75.158.49;;;;;http80,https443
188.75.159.110;;Mikrotik;;RouterOS;http80,ssh
188.75.159.90;;;;;http8080
188.75.159.94;;;;;http8080,https443
188.75.176.246;;;;;http80,https443,ssh
188.75.176.26;;Ubiquiti;;;http80,https443,ssh
188.75.176.78;;Ubiquiti;;;http80,https443,ssh
188.75.177.122;;Ubiquiti;;;http80,https443,ssh
188.75.177.126;;;;;http80,http8080,https443,ssh
188.75.177.193;;;;;ssh
188.75.177.194;;TP-Link;;".REBOOTING}"",v1.0";http80,http8080,https443
188.75.177.230;;;;;https443,ssh
188.8.15.129;;;;;http80,ssh
188.93.235.241;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
189.126.14.32;;Mikrotik;CCR2116-12G-4S+;RouterOS;http80,snmp
189.126.213.182;;;;;http80,http8080,ssh
189.127.176.6;;;;;http80,https443,ssh
189.127.178.18;;;;;http80,https443,ssh
189.127.178.74;;;Aligera AGOS 4.57.31;;snmp
189.127.184.210;;;;;http80,https443
189.127.184.213;;TP-Link;AC1200 Wireless Dual Band Gigabit Router,Archer C5;;http80
189.127.184.216;;;;;http80,http8080,https443
189.127.184.217;;;;;http80,http8080,https443
189.127.184.243;;;;;http80,http8080,https443
189.127.184.245;;;;;http80
189.14.252.216;;;;;http80
189.201.214.1;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
189.201.214.2;;Mikrotik;CCR2116-12G-4S+;RouterOS,V15.456;http80,https443,snmp
189.201.214.3;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
189.201.214.4;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
189.201.240.193;;Mikrotik;RB3011UiAS;RouterOS;snmp
189.202.178.23;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
189.203.139.218;;;;;http80,http8080,https443
189.206.139.178;;Mikrotik;RB1100x4;RouterOS;snmp
189.22.152.34;;;;v9.0;http80
189.28.167.176;;Mikrotik;;RouterOS,v6.44.5;http80,ssh
189.28.167.177;;Mikrotik;;RouterOS,v6.44.5;http80,ssh
189.28.167.178;;Mikrotik;;RouterOS,v6.44.5;http80,ssh
189.28.167.179;;Mikrotik;;RouterOS,v6.44.5;http80,ssh
189.28.167.180;;Mikrotik;;RouterOS,v6.44.5;http80,ssh
189.28.167.190;;Mikrotik;;RouterOS,v6.44.5;http80,ssh
189.36.222.115;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
189.36.222.122;;;;;https443
189.39.21.113;;;;;http80,https443
189.45.184.3;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
189.45.185.125;;ZTE;;;http80,http8080,https443
189.45.185.127;;ZTE;;;http80,http8080,https443
189.45.185.141;;ZTE;;;http80,http8080
189.45.185.209;;ZTE;;;http80,http8080
189.45.185.36;;ZTE;;;http80,http8080,https443
189.45.185.46;;ZTE;;;http80,https443
189.45.185.91;;ZTE;;;http80,http8080,https443
189.45.186.127;;ZTE;;;http80,https443
189.45.186.150;;ZTE;;V3.0;http80,http8080,https443
189.45.186.174;;ZTE;;;http80
189.45.186.196;;TP-Link;AX1800 Dual Band Wi-Fi 6 GPON Router,XX230v;;http80,http8080,https443
189.45.186.203;;ZTE;;;http80,http8080
189.45.186.235;;ZTE;;;http80,http8080
189.45.186.41;;ZTE;;;http80
189.45.186.80;;ZTE;;;http80,https443
189.45.187.126;;ZTE;;;http80,http8080
189.45.187.165;;ZTE;;;http80,http8080
189.45.187.174;;ZTE;;;http80,http8080,https443
189.45.187.199;;ZTE;;;http80,https443
189.45.187.249;;ZTE;;;http80,http8080,https443
189.45.187.39;;ZTE;;;http80,http8080,https443
189.45.187.40;;;;;http80,http8080
189.45.187.46;;ZTE;;;http80
189.50.220.11;;;;;ssh
189.50.220.248;;;;;http80,ssh
189.50.220.249;;;;;http80,http8080,https443,ssh
189.50.220.251;;;;;http80,ssh
189.50.220.252;;;;;http8080,ssh
189.50.220.253;;;;;http80,https443,ssh
189.51.160.177;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
189.51.160.178;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
189.51.160.181;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
189.51.160.185;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
189.51.160.186;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
189.51.160.226;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
189.51.161.241;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
189.51.161.242;;;;;http80,https443,ssh
189.51.161.245;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
189.51.161.246;;;;;http80,https443,ssh
189.51.161.248;;Mikrotik;CCR1072-1G-8S+;RouterOS,v2.2.2;http80,http8080,https443,snmp
189.51.161.249;;Mikrotik;CCR1072-1G-8S+;RouterOS;http80,http8080,https443,snmp
189.51.161.253;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
189.51.161.254;;;;;http80,https443,ssh
189.51.162.189;;;;;http80,https443
189.51.163.192;;Mikrotik;CCR1072-1G-8S+;RouterOS;http80,snmp
189.51.163.198;;;;;http80,http8080
189.51.163.203;;TP-Link;300Mbps Wireless N Router TL-WR840N 6.0,TL-WR840N 6.0;;http80,https443
189.51.163.204;;TP-Link;300Mbps Wireless N Router TL-WR840N 6.0,TL-WR840N 6.0;;http80,https443
189.8.127.1;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
189.8.127.10;;;;;http80,ssh
189.8.127.242;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
189.8.127.5;;;;;http80,http8080,https443
189.8.127.7;;;;v2.2.8;http80,http8080,https443
189.8.127.8;;;;;http80
189.84.192.197;;;;;http8080
189.84.193.105;;;;;http8080
189.84.193.200;;Mikrotik;;RouterOS,v6.48.6;http80
189.84.193.201;;Mikrotik;;RouterOS,v6.48.6;http80
189.84.193.202;;Mikrotik;;RouterOS,v6.48.6;http80
189.84.193.203;;Mikrotik;;RouterOS,v6.48.6;http80
